stage,date,distance,origin,destination,type,winner,winner_country,year
4,1990-07-03,203,Nantes,Mont Saint-Michel,plain stage,Johan Museeuw,BEL,1990
5,1990-07-04,301,Avranches,Rouen,plain stage,Gerrit Solleveld,NED,1990
6,1990-07-06,202.5,Sarrebourg,Vittel,plain stage,Jelle Nijdam,NED,1990
7,1990-07-07,61.5,Vittel,Épinal,individual time trial,Raúl Alcalá,MEX,1990
8,1990-07-08,181.5,Épinal,Besançon,plain stage,Olaf Ludwig,GDR,1990
9,1990-07-09,196,Besançon,Geneva,hilly stage,Massimo Ghirotto,ITA,1990
10,1990-07-10,118.5,Geneva,Saint-Gervais,stage with mountain(s),Thierry Claveyrolat,FRA,1990
11,1990-07-11,182.5,Saint-Gervais,Alpe d'Huez,stage with mountain(s),Gianni Bugno,ITA,1990
12,1990-07-12,33.5,Fontaine,Villard-de-Lans,mountain time trial,Erik Breukink,NED,1990
13,1990-07-14,149,Villard-de-Lans,Saint-Étienne,hilly stage,Eduardo Chozas,ESP,1990
14,1990-07-15,205,Le Puy-en-Velay,Millau,hilly stage,Marino Lejarreta,ESP,1990
15,1990-07-16,170,Millau,Revel,plain stage,Charly Mottet,FRA,1990
16,1990-07-17,215,Blagnac,Luz Ardiden,stage with mountain(s),Miguel Indurain,ESP,1990
17,1990-07-18,150,Lourdes,Pau,stage with mountain(s),Dmitri Konychev,URS,1990
18,1990-07-19,202,Pau,Bordeaux,plain stage,Gianni Bugno,ITA,1990
19,1990-07-20,182.5,Castillon-la-Bataille,Limoges,plain stage,Guido Bontempi,ITA,1990
20,1990-07-21,45.5,Lac de Vassivière,Lac de Vassivière,individual time trial,Erik Breukink,NED,1990
21,1990-07-22,182.5,Brétigny-sur-Orge,Paris,plain stage,Johan Museeuw,BEL,1990
P,1989-07-01,7.8,Luxembourg City,Luxembourg City,individual time trial,Erik Breukink,NED,1989
1,1989-07-02,135.5,Luxembourg City,Luxembourg City,plain stage,Acácio da Silva,POR,1989
2,1989-07-02,46,Luxembourg City,Luxembourg City,team time trial,Super U–Raleigh–Fiat,NA,1989
3,1989-07-03,241,Luxembourg City,Spa,plain stage,Raúl Alcalá,MEX,1989
4,1989-07-04,255,Liège,Wasquehal,flat cobblestone stage,Jelle Nijdam,NED,1989
5,1989-07-06,73,Dinard,Rennes,individual time trial,Greg LeMond,USA,1989
6,1989-07-07,259,Rennes,Futuroscope,plain stage,Joël Pelier,FRA,1989
7,1989-07-08,258.5,Poitiers,Bordeaux,plain stage,Etienne De Wilde,BEL,1989
8,1989-07-09,157,Labastide-d'Armagnac,Pau,plain stage,Martin Earley,IRE,1989
9,1989-07-10,147,Pau,Cauterets,stage with mountain(s),Miguel Induráin,ESP,1989
10,1989-07-11,136,Cauterets,Superbagnères,stage with mountain(s),Robert Millar,GBR,1989
11,1989-07-12,158.5,Luchon,Blagnac,plain stage,Mathieu Hermans,NED,1989
12,1989-07-13,242,Toulouse,Montpellier,plain stage,Valerio Tebaldi,ITA,1989
13,1989-07-14,179,Montpellier,Marseille,plain stage,Vincent Barteau,FRA,1989
14,1989-07-15,240,Marseille,Gap,hilly stage,Jelle Nijdam,NED,1989
15,1989-07-16,39,Gap,Orcières-Merlette,mountain time trial,Steven Rooks,NED,1989
16,1989-07-18,175,Gap,Briançon,stage with mountain(s),Pascal Richard,SUI,1989
17,1989-07-19,165,Briançon,Alpe d'Huez,stage with mountain(s),Gert-Jan Theunisse,NED,1989
18,1989-07-20,91.5,Le Bourg-d'Oisans,Villard-de-Lans,stage with mountain(s),Laurent Fignon,FRA,1989
19,1989-07-21,125,Villard-de-Lans,Aix-les-Bains,stage with mountain(s),Greg LeMond,USA,1989
20,1989-07-22,130,Aix-les-Bains,L'Isle-d'Abeau,plain stage,Giovanni Fidanza,ITA,1989
21,1989-07-23,24.5,Versailles,Paris,individual time trial,Greg LeMond,USA,1989
P,1988-07-03,1,Pornichet,La Baule,individual time trial,Guido Bontempi,ITA,1988
1,1988-07-04,92,Pontchâteau,Machecoul,plain stage,Steve Bauer,CAN,1988
2,1988-07-04,48,La Haie-Fouassière,Ancenis,team time trial,Panasonic–Isostar–Colnago–Agu,NA,1988
3,1988-07-05,213,Nantes,Le Mans,plain stage,Jean-Paul van Poppel,NED,1988
4,1988-07-06,158,Le Mans,Évreux,plain stage,Acácio da Silva,POR,1988
5,1988-07-07,148,Neufchâtel-en-Bray,Liévin,plain stage,Jelle Nijdam,NED,1988
6,1988-07-08,52,Liévin,Wasquehal,individual time trial,Sean Yates,GBR,1988
7,1988-07-09,225,Wasquehal,Reims,plain stage,Valerio Tebaldi,ITA,1988
8,1988-07-10,219,Reims,Nancy,plain stage,Rolf Gölz,GER,1988
9,1988-07-11,161,Nancy,Strasbourg,hilly stage,Jérôme Simon,FRA,1988
10,1988-07-12,149,Belfort,Besançon,hilly stage,Jean-Paul van Poppel,NED,1988
11,1988-07-13,232,Besançon,Morzine,stage with mountain(s),Fabio Parra,COL,1988
12,1988-07-14,227,Morzine,Alpe d'Huez,stage with mountain(s),Steven Rooks,NED,1988
13,1988-07-15,38,Grenoble,Villard-de-Lans,mountain time trial,Pedro Delgado,ESP,1988
14,1988-07-17,163,Blagnac,Guzet-Neige,stage with mountain(s),Massimo Ghirotto,ITA,1988
15,1988-07-18,187,Saint-Girons,Luz Ardiden,stage with mountain(s),Laudelino Cubino,ESP,1988
16,1988-07-19,35,Luz Ardiden,Pau,plain stage,Adrie van der Poel,NED,1988
17,1988-07-19,198,Pau,Bordeaux,plain stage,Jean-Paul van Poppel,NED,1988
18,1988-07-20,94,Ruelle-sur-Touvre,Limoges,plain stage,Gianni Bugno,ITA,1988
19,1988-07-21,188,Limoges,Puy de Dôme,hilly stage,Johnny Weltz,DEN,1988
20,1988-07-22,223,Clermont-Ferrand,Chalon-sur-Saône,plain stage,Thierry Marie,FRA,1988
21,1988-07-23,46,Santenay,Santenay,individual time trial,Juan Martinéz,ESP,1988
22,1988-07-24,173,Nemours,Paris,plain stage,Jean-Paul van Poppel,NED,1988
P,1987-07-01,6,West Berlin,West Berlin,individual time trial,Jelle Nijdam,NED,1987
1,1987-07-02,105,West Berlin,West Berlin,plain stage,Nico Verhoeven,NED,1987
2,1987-07-02,41,West Berlin,West Berlin,team time trial,Carrera Jeans–Vagabond,NA,1987
3,1987-07-04,219,Karlsruhe,Stuttgart,plain stage,Acácio da Silva,POR,1987
4,1987-07-05,79,Stuttgart,Pforzheim,plain stage,Herman Frison,BEL,1987
5,1987-07-05,112,Pforzheim,Strasbourg,plain stage,Marc Sergeant,BEL,1987
6,1987-07-06,169,Strasbourg,Épinal,plain stage,Christophe Lavainne,FRA,1987
7,1987-07-07,211,Épinal,Troyes,plain stage,Manuel Jorge Domínguez[8],ESP,1987
8,1987-07-08,206,Troyes,Épinay-sous-Sénart,plain stage,Jean-Paul van Poppel,NED,1987
9,1987-07-09,260,Orléans,Renazé,plain stage,Adrie van der Poel,NED,1987
10,1987-07-10,87,Saumur,Futuroscope,individual time trial,Stephen Roche,IRE,1987
11,1987-07-11,206,Poitiers,Chaumeil,hilly stage,Martial Gayant,FRA,1987
12,1987-07-12,228,Brive,Bordeaux,plain stage,Davis Phinney,USA,1987
13,1987-07-13,219,Bayonne,Pau,stage with mountain(s),Erik Breukink,NED,1987
14,1987-07-14,166,Pau,Luz Ardiden,stage with mountain(s),Dag Otto Lauritzen,NOR,1987
15,1987-07-15,164,Tarbes,Blagnac,plain stage,Rolf Gölz,GER,1987
16,1987-07-16,216,Blagnac,Millau,hilly stage,Régis Clère,FRA,1987
17,1987-07-17,239,Millau,Avignon,hilly stage,Jean-Paul van Poppel,NED,1987
18,1987-07-19,37,Carpentras,Mont Ventoux,mountain time trial,Jean-François Bernard,FRA,1987
19,1987-07-20,185,Valréas,Villard-de-Lans,stage with mountain(s),Pedro Delgado,ESP,1987
20,1987-07-21,201,Villard-de-Lans,Alpe d'Huez,stage with mountain(s),Federico Echave,ESP,1987
21,1987-07-22,185,Le Bourg-d'Oisans,La Plagne,stage with mountain(s),Laurent Fignon,FRA,1987
22,1987-07-23,186,La Plagne,Morzine,stage with mountain(s),Eduardo Chozas,ESP,1987
23,1987-07-24,225,Saint-Julien-en-Genevois,Dijon,plain stage,Régis Clère,FRA,1987
24,1987-07-25,38,Dijon,Dijon,individual time trial,Jean-François Bernard,FRA,1987
25,1987-07-26,192,Créteil,Paris,plain stage,Jeff Pierce,USA,1987
P,1986-07-04,4.6,Boulogne-Billancourt,Boulogne-Billancourt,individual time trial,Thierry Marie,FRA,1986
1,1986-07-05,85,Nanterre,Sceaux,plain stage,Pol Verschuere,BEL,1986
2,1986-07-05,56,Meudon,Saint-Quentin-en-Yvelines,team time trial,Système U,NA,1986
3,1986-07-06,214,Levallois-Perret,Liévin,plain stage,Davis Phinney,USA,1986
4,1986-07-07,243,Liévin,Évreux,plain stage,Pello Ruiz Cabestany,ESP,1986
5,1986-07-08,124.5,Evreux,Villers-sur-Mer,plain stage,Johan van der Velde,NED,1986
6,1986-07-09,200,Villers-sur-Mer,Cherbourg,plain stage,Guido Bontempi,ITA,1986
7,1986-07-10,201,Cherbourg,Saint-Hilaire-du-Harcouët,plain stage,Ludo Peeters,BEL,1986
8,1986-07-11,204,Saint-Hilaire-du-Harcouët,Nantes,plain stage,Eddy Planckaert,BEL,1986
9,1986-07-12,61.5,Nantes,Nantes,individual time trial,Bernard Hinault,FRA,1986
10,1986-07-13,183,Nantes,Futuroscope,plain stage,Jose-Angel Sarrapio,ESP,1986
11,1986-07-14,258.3,Futuroscope,Bordeaux,plain stage,Rudy Dhaenens,BEL,1986
12,1986-07-15,217.5,Bayonne,Pau,stage with mountain(s),Pedro Delgado,ESP,1986
13,1986-07-16,186,Pau,Superbagnères,stage with mountain(s),Greg LeMond,USA,1986
14,1986-07-17,154,Superbagnères,Blagnac,plain stage,Niki Rüttimann,SUI,1986
15,1986-07-18,225.5,Carcassonne,Nîmes,plain stage,Frank Hoste,BEL,1986
16,1986-07-19,246.5,Nîmes,Gap,plain stage,Jean-François Bernard,FRA,1986
17,1986-07-20,190,Gap,Serre Chevalier,stage with mountain(s),Eduardo Chozas,ESP,1986
18,1986-07-21,162.5,Briançon,Alpe d'Huez,stage with mountain(s),Bernard Hinault,FRA,1986
19,1986-07-23,179.5,Villard-de-Lans,Saint-Étienne,plain stage,Julián Gorospe,ESP,1986
20,1986-07-24,58,Saint-Étienne,Saint-Étienne,individual time trial,Bernard Hinault,FRA,1986
21,1986-07-25,190,Saint-Étienne,Puy de Dôme,plain stage,Erich Mächler,SUI,1986
22,1986-07-26,194,Clermont-Ferrand,Nevers,plain stage,Guido Bontempi,ITA,1986
23,1986-07-27,255,Cosne-sur-Loire,Paris,plain stage,Guido Bontempi,ITA,1986
P,1985-06-28,6,Plumelec,Plumelec,individual time trial,Bernard Hinault,FRA,1985
1,1985-06-29,256,Vannes,Lanester,plain stage,Rudy Matthijs,BEL,1985
2,1985-06-30,242,Lorient,Vitre,plain stage,Rudy Matthijs,BEL,1985
3,1985-07-01,73,Vitre,Fougères,team time trial,La Vie Claire,NA,1985
4,1985-07-02,239,Fougères,Pont-Audemer,plain stage,Gerrit Solleveld,NED,1985
5,1985-07-03,224,Neufchâtel-en-Bray,Roubaix,plain stage with cobblestones,Henri Manders,NED,1985
6,1985-07-04,222,Roubaix,Reims,plain stage,Francis Castaing,FRA,1985
7,1985-07-05,217,Reims,Nancy,plain stage,Ludwig Wijnants,BEL,1985
8,1985-07-06,75,Sarrebourg,Strasbourg,individual time trial,Bernard Hinault,FRA,1985
9,1985-07-07,174,Strasbourg,Épinal,hilly stage,Maarten Ducrot,NED,1985
10,1985-07-08,204,Épinal,Pontarlier,hilly stage,Jørgen V. Pedersen,DEN,1985
11,1985-07-09,195,Pontarlier,Morzine Avoriaz,stage with mountain(s),Luis Herrera,COL,1985
12,1985-07-10,269,Morzine Avoriaz,Lans-en-Vercors,stage with mountain(s),Fabio Parra,COL,1985
13,1985-07-11,32,Villard-de-Lans,Villard-de-Lans,individual time trial,Eric Vanderaerden,BEL,1985
14,1985-07-13,179,Autrans,Saint-Étienne,hilly stage,Luis Herrera,COL,1985
15,1985-07-14,238,Saint-Étienne,Aurillac,plain stage,Eduardo Chozas,ESP,1985
16,1985-07-15,247,Aurillac,Toulouse,plain stage,Frédéric Vichot,FRA,1985
17,1985-07-16,209,Toulouse,Luz Ardiden,stage with mountain(s),Pedro Delgado,ESP,1985
18a,1985-07-17,53,Luz-Saint-Sauveur,Aubisque,stage with mountain(s),Stephen Roche,IRE,1985
18b,1985-07-17,83,Laruns,Pau,stage with mountain(s),Régis Simon,FRA,1985
19,1985-07-18,203,Pau,Bordeaux,plain stage,Eric Vanderaerden,BEL,1985
20,1985-07-19,225,Montpon-Ménestérol,Limoges,plain stage,Johan Lammerts,NED,1985
21,1985-07-20,46,Lac de Vassivière,Lac de Vassivière,individual time trial,Greg LeMond,USA,1985
22,1985-07-21,196,Orléans,Paris,plain stage,Rudy Matthijs,BEL,1985
P,1984-06-29,5,Montreuil,Noisy-le-Sec,individual time trial,Bernard Hinault,FRA,1984
1,1984-06-30,149,Bondy,Saint-Denis,plain stage,Frank Hoste,BEL,1984
2,1984-07-01,249,Bobigny,Louvroil,plain stage,Marc Madiot,FRA,1984
3,1984-07-02,51,Louvroil,Valenciennes,team time trial,Renault–Elf,NA,1984
4,1984-07-02,83,Valenciennes,Béthune,plain stage,Ferdi Van Den Haute,BEL,1984
5,1984-07-03,207,Béthune,Cergy-Pontoise,plain stage,Paulo Ferreira,POR,1984
6,1984-07-04,202,Cergy-Pontoise,Alençon,plain stage,Frank Hoste,BEL,1984
7,1984-07-05,67,Alençon,Le Mans,individual time trial,Laurent Fignon,FRA,1984
8,1984-07-06,192,Le Mans,Nantes,plain stage,Pascal Jules,FRA,1984
9,1984-07-07,338,Nantes,Bordeaux,plain stage,Jan Raas,NED,1984
10,1984-07-08,198,Langon,Pau,plain stage,Eric Vanderaerden,BEL,1984
11,1984-07-09,227,Pau,Guzet-Neige,stage with mountain(s),Robert Millar,GBR,1984
12,1984-07-10,111,Saint-Girons,Blagnac,plain stage,Pascal Poisson,FRA,1984
13,1984-07-11,220,Blagnac,Rodez,plain stage,Pierre-Henri Menthéour,FRA,1984
14,1984-07-12,228,Rodez,Domaine du Rouret,hilly stage,Fons De Wolf,BEL,1984
15,1984-07-13,241,Domaine du Rouret,Grenoble,hilly stage,Frédéric Vichot,FRA,1984
16,1984-07-15,22,Les Échelles,La Ruchère,individual time trial,Laurent Fignon,FRA,1984
17,1984-07-16,151,Grenoble,Alpe d'Huez,stage with mountain(s),Luis Herrera,COL,1984
18,1984-07-17,185,Le Bourg-d'Oisans,La Plagne,stage with mountain(s),Laurent Fignon,FRA,1984
19,1984-07-18,186,La Plagne,Morzine,stage with mountain(s),Ángel Arroyo,ESP,1984
20,1984-07-19,141,Morzine,Crans-Montana,stage with mountain(s),Laurent Fignon,FRA,1984
21,1984-07-20,320,Crans-Montana,Villefranche-sur-Saône,hilly stage,Frank Hoste,BEL,1984
22,1984-07-21,51,Villié-Morgon,Villefranche-sur-Saône,individual time trial,Laurent Fignon,FRA,1984
23,1984-07-22,197,Pantin,Paris,hilly stage,Eric Vanderaerden,BEL,1984
P,1983-07-01,6,Fontenay-sous-Bois,Fontenay-sous-Bois,individual time trial,Eric Vanderaerden,BEL,1983
1,1983-07-02,163,Nogent-sur-Marne,Créteil,plain stage,Frits Pirard,NED,1983
2,1983-07-03,100,Soissons,Fontaine-au-Pire,team time trial,COOP–Mercier–Mavic,NA,1983
3,1983-07-04,152,Valenciennes,Roubaix,hilly stage,Rudy Matthijs,BEL,1983
4,1983-07-05,300,Roubaix,Le Havre,plain stage,Serge Demierre,SUI,1983
5,1983-07-06,257,Le Havre,Le Mans,plain stage,Dominique Gaigne,FRA,1983
6,1983-07-07,58,Châteaubriant,Nantes,individual time trial,Bert Oosterbosch,NED,1983
7,1983-07-08,216,Nantes,Île d'Oléron,plain stage,Riccardo Magrini,ITA,1983
8,1983-07-09,222,La Rochelle,Bordeaux,plain stage,Bert Oosterbosch,NED,1983
9,1983-07-10,207,Bordeaux,Pau,plain stage,Philippe Chevallier,FRA,1983
10,1983-07-11,201,Pau,Bagnères-de-Luchon,stage with mountain(s),Robert Millar,GBR,1983
11,1983-07-12,177,Bagnères-de-Luchon,Fleurance,plain stage,Régis Clère,FRA,1983
12,1983-07-13,261,Fleurance,Roquefort-sur-Soulzon,plain stage,Kim Andersen,DEN,1983
13,1983-07-14,210,Roquefort-sur-Soulzon,Aurillac,hilly stage,Henk Lubberding,NED,1983
14,1983-07-15,149,Aurillac,Issoire,hilly stage,Pierre Le Bigaut,FRA,1983
15,1983-07-16,16,Clermont-Ferrand,Puy de Dôme,individual time trial,Ángel Arroyo,ESP,1983
16,1983-07-17,144,Issoire,Saint-Étienne,hilly stage,Michel Laurent,FRA,1983
17,1983-07-18,223,La Tour-du-Pin,Alpe d'Huez,stage with mountain(s),Peter Winnen,NED,1983
18,1983-07-20,247,Le Bourg-d'Oisans,Morzine,stage with mountain(s),Jacques Michaud,FRA,1983
19,1983-07-21,15,Morzine,Avoriaz,individual time trial,Lucien Van Impe,BEL,1983
20,1983-07-22,291,Morzine,Dijon,plain stage,Philippe Leleu,FRA,1983
21,1983-07-23,50,Dijon,Dijon,individual time trial,Laurent Fignon,FRA,1983
22,1983-07-24,195,Alfortville,Paris,plain stage,Gilbert Glaus,SUI,1983
P,1982-07-02,7,Basel,Basel,individual time trial,Bernard Hinault,FRA,1982
1,1982-07-03,207,Basel,Möhlin,hilly stage,Ludo Peeters,BEL,1982
2,1982-07-04,250,Basel,Nancy,plain stage,Phil Anderson,AUS,1982
3,1982-07-05,134,Nancy,Longwy,plain stage,Daniel Willems,BEL,1982
4,1982-07-06,219,Beauraing,Mouscron,plain stage,Gerrie Knetemann,NED,1982
5,1982-07-07,73,Orchies,Fontaine-au-Pire,team time trial,Cancelled and replaced by stage 9a,NA,1982
6,1982-07-08,233,Lille,Lille,plain stage,Jan Raas,NED,1982
7,1982-07-10,235,Cancale,Concarneau,plain stage,Pol Verschuere,BEL,1982
8,1982-07-11,201,Concarneau,Châteaulin,plain stage,Frank Hoste,BEL,1982
9a,1982-07-12,69,Lorient,Plumelec,team time trial,Renault–Elf–Gitane,NA,1982
9b,1982-07-12,138,Plumelec,Nantes,plain stage,Stefan Mutter,SUI,1982
10,1982-07-13,147,Saintes,Bordeaux,plain stage,Pierre-Raymond Villemiane,FRA,1982
11,1982-07-14,57,Valence d'Agen,Valence d'Agen,individual time trial,Gerrie Knetemann,NED,1982
12,1982-07-15,249,Fleurance,Pau,stage with mountain(s),Sean Kelly,IRE,1982
13,1982-07-16,122,Pau,Saint-Lary-Soulan Pla d'Adet,stage with mountain(s),Beat Breu,SUI,1982
14,1982-07-18,33,Martigues,Martigues,individual time trial,Bernard Hinault,FRA,1982
15,1982-07-19,208,Manosque,Orcières-Merlette,stage with mountain(s),Pascal Simon,FRA,1982
16,1982-07-20,123,Orcières-Merlette,Alpe d'Huez,stage with mountain(s),Beat Breu,SUI,1982
17,1982-07-21,251,Le Bourg-d'Oisans,Morzine,stage with mountain(s),Peter Winnen,NED,1982
18,1982-07-22,233,Morzine,Saint-Priest,plain stage,Adrie van Houwelingen,NED,1982
19,1982-07-23,48,Saint-Priest,Saint-Priest,individual time trial,Bernard Hinault,FRA,1982
20,1982-07-24,161,Sens,Aulnay-sous-Bois,plain stage,Daniel Willems,BEL,1982
21,1982-07-25,187,Fontenay-sous-Bois,Paris,plain stage,Bernard Hinault,FRA,1982
P,1981-06-25,6,Nice,Nice,individual time trial,Bernard Hinault,FRA,1981
1a,1981-06-26,97,Nice,Nice,hilly stage,Freddy Maertens,BEL,1981
1b,1981-06-26,40,Nice,Nice,team time trial,TI–Raleigh–Creda[11],NA,1981
2,1981-06-27,254,Nice,Martigues,plain stage,Johan van der Velde,NED,1981
3,1981-06-28,232,Martigues,Narbonne,plain stage,Freddy Maertens,BEL,1981
4,1981-06-29,77,Narbonne,Carcassonne,team time trial,TI–Raleigh–Creda,NA,1981
5,1981-06-30,117,Saint-Gaudens,Pla d'Adet,stage with mountain(s),Lucien Van Impe,BEL,1981
6,1981-07-01,27,Nay,Pau,individual time trial,Bernard Hinault,FRA,1981
7,1981-07-02,227,Pau,Bordeaux,plain stage,Urs Freuler,SUI,1981
8,1981-07-03,182,Rochefort,Nantes,plain stage,Ad Wijnands,NED,1981
9,1981-07-05,197,Nantes,Le Mans,plain stage,René Martens,BEL,1981
10,1981-07-06,264,Le Mans,Aulnay-sous-Bois,plain stage,Ad Wijnands,NED,1981
11,1981-07-07,246,Compiègne,Roubaix,plain stage,Daniel Willems,BEL,1981
12a,1981-07-08,107,Roubaix,Brussels,plain stage,Freddy Maertens,BEL,1981
12b,1981-07-08,138,Brussels,Circuit Zolder,plain stage,Eddy Planckaert,BEL,1981
13,1981-07-09,157,Beringen,Hasselt,plain stage,Freddy Maertens,BEL,1981
14,1981-07-10,38,Mulhouse,Mulhouse,individual time trial,Bernard Hinault,FRA,1981
15,1981-07-11,231,Besançon,Thonon-les-Bains,hilly stage,Sean Kelly,IRE,1981
16,1981-07-12,200,Thonon-les-Bains,Morzine,stage with mountain(s),Robert Alban,FRA,1981
17,1981-07-14,230,Morzine,Alpe d'Huez,stage with mountain(s),Peter Winnen,NED,1981
18,1981-07-15,134,Le Bourg-d'Oisans,Le Pleynet,stage with mountain(s),Bernard Hinault,FRA,1981
19,1981-07-16,118,Veurey,Saint-Priest,plain stage,Daniel Willems,BEL,1981
20,1981-07-17,46,Saint-Priest,Saint-Priest,individual time trial,Bernard Hinault,FRA,1981
21,1981-07-18,207,Auxerre,Fontenay-sous-Bois,plain stage,Johan van der Velde,NED,1981
22,1981-07-19,187,Fontenay-sous-Bois,Paris,plain stage,Freddy Maertens,BEL,1981
P,1980-06-26,8,Frankfurt,Frankfurt,individual time trial,Bernard Hinault,FRA,1980
1a,1980-06-27,133,Frankfurt,Wiesbaden,plain stage,Jan Raas,NED,1980
1b,1980-06-27,46,Wiesbaden,Frankfurt,team time trial,TI–Raleigh–Creda,NA,1980
2,1980-06-28,276,Frankfurt,Metz,plain stage,Rudy Pevenage,BEL,1980
3,1980-06-29,282,Metz,Liège,plain stage,Henk Lubberding,NED,1980
4,1980-06-30,35,Spa,Spa,individual time trial,Bernard Hinault,FRA,1980
5,1980-07-01,249,Liège,Lille,plain stage,Bernard Hinault,FRA,1980
6,1980-07-02,216,Lille,Compiègne,plain stage,Jean-Louis Gauthier,FRA,1980
7a,1980-07-03,65,Compiègne,Beauvais,team time trial,TI–Raleigh–Creda,NA,1980
7b,1980-07-03,92,Beauvais,Rouen,plain stage,Jan Raas,NED,1980
8,1980-07-04,164,Flers,Saint-Malo,plain stage,Bert Oosterbosch,NED,1980
9,1980-07-06,205,Saint-Malo,Nantes,plain stage,Jan Raas,NED,1980
10,1980-07-07,163,Rochefort,Bordeaux,plain stage,Cees Priem,NED,1980
11,1980-07-08,52,Damazan,Laplume,individual time trial,Joop Zoetemelk,NED,1980
12,1980-07-09,194,Agen,Pau,plain stage,Gerrie Knetemann,NED,1980
13,1980-07-10,200,Pau,Bagnères-de-Luchon,stage with mountain(s),Raymond Martin,FRA,1980
14,1980-07-11,189,Lézignan-Corbières,Montpellier,plain stage,Ludo Peeters,BEL,1980
15,1980-07-12,160,Montpellier,Martigues,plain stage,Bernard Vallet,FRA,1980
16,1980-07-13,209,Trets,Pra-Loup,stage with mountain(s),Jos De Schoenmaecker,BEL,1980
17,1980-07-14,242,Serre Chevalier,Morzine,stage with mountain(s),Mariano Martínez,FRA,1980
18,1980-07-16,199,Morzine,Prapoutel,stage with mountain(s),Ludo Loos,BEL,1980
19,1980-07-17,140,Voreppe,Saint-Étienne,hilly stage,Sean Kelly,IRE,1980
20,1980-07-18,34,Saint-Étienne,Saint-Étienne,individual time trial,Joop Zoetemelk,NED,1980
21,1980-07-19,208,Auxerre,Fontenay-sous-Bois,plain stage,Sean Kelly,IRE,1980
22,1980-07-20,186,Fontenay-sous-Bois,Paris,plain stage,Pol Verschuere,BEL,1980
P,1979-06-27,5,Fleurance,Fleurance,individual time trial,Gerrie Knetemann,NED,1979
1,1979-06-28,225,Fleurance,Luchon,stage with mountain(s),René Bittinger,FRA,1979
2,1979-06-29,24,Luchon,Superbagnères,individual time trial,Bernard Hinault,FRA,1979
3,1979-06-30,180,Luchon,Pau,stage with mountain(s),Bernard Hinault,FRA,1979
4,1979-07-01,87,Captieux,Bordeaux,team time trial,TI–Raleigh–McGregor,NA,1979
5,1979-07-02,145,Neuville-de-Poitou,Angers,plain stage,Jan Raas,NED,1979
6,1979-07-03,239,Angers,Saint-Brieuc,plain stage,Jos Jacobs,BEL,1979
7,1979-07-04,158,Saint-Hilaire-du-Harcouët,Deauville,plain stage,Leo van Vliet,NED,1979
8,1979-07-05,90,Deauville,Le Havre,team time trial,TI–Raleigh–McGregor,NA,1979
9,1979-07-06,201,Amiens,Roubaix,plain stage,Ludo Delcroix,BEL,1979
10,1979-07-07,124,Roubaix,Brussels,plain stage,Jo Maas,NED,1979
11,1979-07-08,33,Brussels,Brussels,individual time trial,Bernard Hinault,FRA,1979
12,1979-07-09,193,Rochefort,Metz,plain stage,Christian Seznec,FRA,1979
13,1979-07-10,202,Metz,Ballon d'Alsace,hilly stage,Pierre-Raymond Villemiane,FRA,1979
14,1979-07-11,248,Belfort,Évian-les-Bains,plain stage,Marc Demeyer,BEL,1979
15,1979-07-12,54,Évian-les-Bains,Morzine Avoriaz,individual time trial,Bernard Hinault,FRA,1979
16,1979-07-13,201,Morzine Avoriaz,Les Menuires,stage with mountain(s),Lucien Van Impe,BEL,1979
17,1979-07-15,167,Les Menuires,Alpe d'Huez,stage with mountain(s),Joaquim Agostinho,POR,1979
18,1979-07-16,119,Alpe d'Huez,Alpe d'Huez,stage with mountain(s),Joop Zoetemelk,NED,1979
19,1979-07-17,162,Alpe d'Huez,Saint-Priest,plain stage,Dietrich Thurau,GER,1979
20,1979-07-18,240,Saint-Priest,Dijon,plain stage,Serge Parsani,ITA,1979
21,1979-07-19,49,Dijon,Dijon,individual time trial,Bernard Hinault,FRA,1979
22,1979-07-20,189,Dijon,Auxerre,plain stage,Gerrie Knetemann,NED,1979
23,1979-07-21,205,Auxerre,Nogent-sur-Marne,plain stage,Bernard Hinault,FRA,1979
24,1979-07-22,180,Le Perreux-sur-Marne,Paris,plain stage,Bernard Hinault,FRA,1979
P,1978-06-29,5,Leiden,Leiden,individual time trial,Jan Raas,NED,1978
1a,1978-06-30,135,Leiden,Sint Willebrord,plain stage,Jan Raas,NED,1978
1b,1978-06-30,100,Sint Willebrord,Brussels,plain stage,Walter Planckaert,BEL,1978
2,1978-07-01,199,Brussels,Saint-Amand-les-Eaux,plain stage,Jacques Esclassan,FRA,1978
3,1978-07-02,244,Saint-Amand-les-Eaux,Saint-Germain-en-Laye,plain stage,Klaus-Peter Thaler,GER,1978
4,1978-07-03,153,Évreux,Caen,team time trial,TI–Raleigh–McGregor,NA,1978
5,1978-07-04,244,Caen,Mazé-Montgeoffroy,plain stage,Freddy Maertens,BEL,1978
6,1978-07-05,162,Mazé-Montgeoffroy,Poitiers,plain stage,Sean Kelly,IRE,1978
7,1978-07-06,242,Poitiers,Bordeaux,plain stage,Freddy Maertens,BEL,1978
8,1978-07-07,59,Saint-Émilion,Sainte-Foy-la-Grande,individual time trial,Bernard Hinault,FRA,1978
9,1978-07-08,233,Bordeaux,Biarritz,plain stage,Miguel Maria Lasa,ESP,1978
10,1978-07-10,192,Biarritz,Pau,hilly stage,Henk Lubberding,NED,1978
